algorithm,attempts,avg_cpu_percent,avg_memory_mb,ciphertext_bytes,cpu_system_micros,cpu_user_micros,decapsulate_time_ms,decrypt_time_ms,disk_io_bytes,encapsulate_time_ms,encrypt_time_ms,error,keygen_time_ms,latency_micros,max_rss_bytes,net_rx_bytes,net_tx_bytes,operation,parameter_set,public_key_bytes,secret_key_bytes,sign_time_ms,signature_bytes,storage_overhead_pct,throughput_ops_per_sec,timestamp_seconds_utc,verify_time_ms
Dilithium2,1,,2.16015625,,890,0,,,0,,,,,0,2265088,38878235287,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.16015625,,901,0,,,0,,,,0.002,2,2265088,38878235287,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.16015625,,911,0,,,0,,,,,0,2265088,38878235287,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.16015625,,920,0,,,0,,,,,0,2265088,38878235287,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.16015625,,928,0,,,0,,,,0.0,0,2265088,38878235287,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.16015625,,939,0,,,0,,,,,0,2265088,38878235287,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.16015625,,948,0,,,0,,,,,0,2265088,38878235287,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.16015625,1040,959,0,,,0,,0.0025849999999999996,,,2,2265088,38878235287,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.16015625,1040,971,0,,0.002084,0,,,,,2,2265088,38878235287,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
Kyber512,1,,2.13671875,,662,0,,,0,,,,0.004,4,2240512,38878235287,24741128822,Keygen,,800,1632,,0,,250000.0,1762751331,
Kyber512,1,,2.13671875,,689,0,,,0,,,,0.0,0,2240512,38878235287,24741128822,Keygen,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.13671875,,701,0,,,0,0.0,,,,0,2240512,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.13671875,,711,0,,,0,0.0,,,,0,2240512,38878235287,24741128822,Encapsulate,,800,1632,,0,,0.0,1762751331,
Kyber512,1,,2.13671875,,719,0,0.0,,0,,,,,0,2240512,38878235287,24741128822,Decapsulate,,800,1632,,0,,0.0,1762751331,
Kyber768,1,,2.13671875,,730,0,,,0,,,,0.001,1,2240512,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.13671875,,741,0,,,0,,,,0.001,1,2240512,38878235287,24741128822,Keygen,,1184,2400,,0,,1000000.0,1762751331,
Kyber768,1,,2.13671875,,750,0,,,0,0.0,,,,0,2240512,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.13671875,,759,0,,,0,0.0,,,,0,2240512,38878235287,24741128822,Encapsulate,,1184,2400,,0,,0.0,1762751331,
Kyber768,1,,2.13671875,,767,0,0.0,,0,,,,,0,2240512,38878235287,24741128822,Decapsulate,,1184,2400,,0,,0.0,1762751331,
RSA-2048,1,,2.13671875,,777,0,,,0,,,,0.0,0,2240512,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.13671875,,787,0,,,0,,,,0.0,0,2240512,38878235287,24741128822,Keygen,,294,1192,,256,,0.0,1762751331,
RSA-2048,1,,2.13671875,,795,0,,,0,0.0,,,,0,2240512,38878235287,24741128822,Encapsulate,,294,1192,,256,,0.0,1762751331,
ECDHE-P256,1,,2.13671875,,805,0,,,0,,,,0.0,0,2240512,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.13671875,,816,0,,,0,,,,0.0,0,2240512,38878235287,24741128822,Keygen,,65,32,,0,,0.0,1762751331,
ECDHE-P256,1,,2.13671875,,825,0,,,0,0.0,,,,0,2240512,38878235287,24741128822,Encapsulate,,65,32,,0,,0.0,1762751331,
Dilithium2,1,,2.13671875,,836,0,,,0,,,,0.001,1,2240512,38878235287,24741128822,Keygen,,1312,2528,,2420,,1000000.0,1762751331,
Dilithium2,1,,2.13671875,,846,0,,,0,,,,,0,2240512,38878235287,24741128822,Sign,,1312,2528,0.0,2420,,0.0,1762751331,
Dilithium2,1,,2.13671875,,855,0,,,0,,,,,0,2240512,38878235287,24741128822,Verify,,1312,2528,,2420,,0.0,1762751331,0.0
Dilithium3,1,,2.13671875,,866,0,,,0,,,,0.002,2,2240512,38878235287,24741128822,Keygen,,1952,4000,,3293,,500000.0,1762751331,
Dilithium3,1,,2.13671875,,876,0,,,0,,,,,0,2240512,38878235287,24741128822,Sign,,1952,4000,0.0,3293,,0.0,1762751331,
Dilithium3,1,,2.13671875,,884,0,,,0,,,,,0,2240512,38878235287,24741128822,Verify,,1952,4000,,3293,,0.0,1762751331,0.0
ECDSA-P256,1,,2.13671875,,893,0,,,0,,,,0.0,0,2240512,38878235287,24741128822,Keygen,,65,32,,72,,0.0,1762751331,
ECDSA-P256,1,,2.13671875,,902,0,,,0,,,,,0,2240512,38878235287,24741128822,Sign,,65,32,0.0,72,,0.0,1762751331,
ECDSA-P256,1,,2.13671875,,911,0,,,0,,,,,0,2240512,38878235287,24741128822,Verify,,65,32,,72,,0.0,1762751331,0.0
AES-GCM-256,1,,2.13671875,1040,923,0,,,0,,0.002525,,,2,2240512,38878235287,24741128822,BulkEncrypt,,,,,,101.5625,500000.0,1762751331,
AES-GCM-256,1,,2.13671875,1040,934,0,,0.002034,0,,,,,2,2240512,38878235287,24741128822,BulkDecrypt,,,,,,101.5625,500000.0,1762751331,
